css- counter- styles-3,symbols(),Anonymous Counter Styles,rowspan="1" ,rowspan="1" ,rowspan="1" ,rowspan="1" ,rowspan="1" ,rowspan="1" 
Keywords,,,,,,,,
CSS2,auto,Automatically calculated,6.0,rowspan="2" 12,rowspan="2" 1.0,rowspan="2" 85,rowspan="2" ,rowspan="2" 1.0
,inherit,Inherited from the parent,8.0,,,,,
css-values-3,initial,,,13,19.0,125,,
Units,,,,,,,,
CSS2,px,Pixel,rowspan="9" 3.0,rowspan="9" 12,rowspan="9" 1.0,rowspan="9" 85,rowspan="9" ,rowspan="9" 1.0
,pt,Point,,,,,,
,pc,Pica,,,,,,
,cm,Centimetre,,,,,,
,mm,Millimetre,,,,,,
,in,inch,,,,,,
,em,em,,,,,,
,ex,ex,,,,,,
,%,Percentage,,,,,,
css-values-3,deg,Degree,rowspan="6" 9.0[3],rowspan="6" 12,rowspan="3" 1.9.1,rowspan="3" ,rowspan="3" ,rowspan="3" 2.5
,grad,Grad,,,,,,
,rad,Radian,,,,,,
,turn,turn,13.0[174],,,,,
,ms,Millisecond,rowspan="2" 2.0[175],rowspan="4" ,rowspan="4" ,rowspan="2" 2.5,,
,s,Second,,,,,,
,Hz,Hertz,rowspan="7" ,rowspan="2" ,rowspan="2" ,rowspan="2" ,,
,kHz,Kilohertz,,,,,,
,dpi,Dots per inch,rowspan="3" 12,rowspan="2" 1.9.1,rowspan="2" ,rowspan="2" 4.1,rowspan="2" 2.5,
,dpcm,Dots per centimetre,,,,,,
,dppx,Dots per pixel-unit,16.0,,,,,
earlier draft of css-line- grid-1,gd,Cells in the layout-grid,,,,,,
unit being considered for css- template- 3,fr,Remaining space in a series of length values,rowspan="7" 12,,,,,
css-values-3,rem,the font size of the root element,rowspan="3" 9.0[3],1.9.2,,,2.10.229[176],
,vw,the viewport's width,rowspan="4" 19.0[11],rowspan="4" 28.0[177],rowspan="4" ,rowspan="4" ,,
,vh,the viewport's height,,,,,,
,vmin,equal to the smaller of ‘vw’ or ‘vh’.,rowspan="2" ,,,,,
,vmax,equal to the larger of ‘vw’ or ‘vh’.,,,,,,
,ch,"the width of the "0" (ZERO, U+0030) glyph found in the font for the font size used to render.",,1.9.1,,,,
Filter Effects,,,,,,,,
filter- effects,,,,,,,,
,grayscale(),,rowspan="10" ,rowspan="10" 13,rowspan="10" 35.0[178],rowspan="10" 18.0[179],rowspan="10" ,rowspan="10" 
,sepia(),,,,,,,
,saturate(),,,,,,,
,hue-rotate(),,,,,,,
,invert(),,,,,,,
,opacity(),,,,,,,
,brightness(),,,,,,,
,contrast(),,,,,,,
,blur(),,,,,,,
,drop-shadow(),,,,,,,
,Variables,,,,,,,
css- variables- 1,,,,,,,,
,--*,define variable,rowspan="2" ,rowspan="2" ,rowspan="2" 31.0[180],rowspan="2" date=August 2014,rowspan="2" ,rowspan="2" 
,var(--*),use variable,,,,,,
,,,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
