,text-emphasis-style,rowspan="4" ,rowspan="4" ,rowspan="4" ,rowspan="4" ,rowspan="4" ,rowspan="4" 
,text-emphasis-color,,,,,,
,text-emphasis,,,,,,
,text-emphasis-position,,,,,,
,,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
Writing Modes,,,,,,,
CSS2,direction,5.0,rowspan="2" 12,1.0,85,,rowspan="2" 1.0
,unicode-bidi,5.0,1.0,525,,,
CSS Writing Modes Level 3 css- writing- modes-3dotted=no,writing-mode,7.0[91],12,,Nightly Build[93],,
,text-combine-horizontal,11.0[94],12.0,,,,
,text-orientation,,,,,,
Tables,,,,,,,
CSS2,border-collapse,8.0,rowspan="5" 12,1.0,125,,rowspan="5" 1.0
,border-spacing,8.0,1.0,125,,,
,caption-side,8.0,1.4,85,,,
,empty-cells,8.0,1.0,125,,,
,table-layout,5.0,1.0,85,,,
User interface,,,,,,,
CSS2,cursor,5.5,rowspan="5" 12,1.8,125,,Partial
,outline,8.0,1.8,125,,rowspan="4" 1.0,
,outline-color,8.0,1.8,125,,,
,outline-style,8.0,1.8,125,,,
,outline-width,8.0,1.8,125,,,
CSS3 Basic User Interface Module css-ui-3dotted=no,outline-offset,,,1.8,125,3.5,2.1
,box-sizing,8.0,12,29.0[95],,3.3.2,1.0
,resize,,,2.0[97],525,,
,appearance,,12,Experimental,Experimental,,
,icon,,rowspan="6" ,,,,
,nav-index,,,,,rowspan="5" 2.1,
,nav-up,,,,,,
,nav-right,,,,,,
,nav-down,,,,,,
,nav-left,,,,,,
,text-overflow,Partial,Partial,7.0[98],Partial,3.5.6,Experimental (Nightly)[99]
Paged media,,,,,,,
CSS2,,,,,,,
,page-break-before,rowspan="2" 4.0,rowspan="5" 12,rowspan="2" Partial,rowspan="2" Partial,rowspan="5" 3.5,rowspan="5" 1.0
,page-break-after,,,,,,
,page-break-inside,rowspan="3" 8.0,19.0[100],rowspan="3" 312,,,
,orphans,rowspan="2" ,,,,,
widows,,,,,,,
CSS3 Module: Paged Media css-page-3dotted=no,page,,rowspan="5" ,,,,
,size,,,,,1.0,
,image-orientation,,26.0[104],,,,
,object-fit,,rowspan="2" 36.0[105],,,rowspan="2" 2.7[106],
,object-position,,,,,,
Speech,,,,,,,
CSS Speech Module Level 1css-speech-1dotted=no,cue,rowspan="23" ,rowspan="23" ,rowspan="23" ,rowspan="6" ,rowspan="23" ,rowspan="8" 1.0
,cue-after,,,,,,
,cue-before,,,,,,
,pause,,,,,,
,pause-after,,,,,,
,pause-before,,,,,,
,speak,,,,,,
,voice-family,rowspan="16" ,,,,,
,voice-balance,rowspan="9" Experimental,,,,,
,voice-duration,,,,,,
,voice-pitch,,,,,,
,voice-pitch-range,,,,,,
,voice-rate,,,,,,
,voice-stress,,,,,,
,voice-volume,,,,,,
,interpret-as,,,,,,
,phonemes,,,,,,
,rest,rowspan="6" ,,,,,
,rest-after,,,,,,
,rest-before,,,,,,
,mark,,,,,,
,mark-after,,,,,,
,mark-before,,,,,,
,,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
Media Queries,,,,,,,
Media Queries css3- mediaqueriesdotted=no,width,rowspan="11" 9.0[109],rowspan="13" 12,rowspan="11" 1.9.1,rowspan="8" 525,rowspan="9" 4.1,rowspan="5" 2.0
,height,,,,,,
,device-width,,,,,,
,device-height,,,,,,
,device-aspect-ratio,,,,,,
,color,rowspan="4" 2.5,,,,,
,color-index,,,,,,
,monochrome,,,,,,
,resolution,rowspan="5" ,,,,,
,orientation,rowspan="2" 4.2.1,,,,,
,aspect-ratio,2.1,,,,,
,grid,rowspan="2" 11.0,rowspan="2" ,rowspan="2" 4.1,rowspan="2" 2.5,,
,scan,,,,,,
Ruby characters,,,,,,,
CSS Ruby Layout Module Level 1 css-ruby-1dotted=no,ruby-position,rowspan="3" ,rowspan="3" ,rowspan="2" 38.0[110],rowspan="3" ,rowspan="3" ,rowspan="3" 
,ruby-align,,,,,,
,ruby-merge,,,,,,
Multi-column Layout,,,,,,,
CSS Multi-column Layout Module Level 1 css- multicol-1dotted=no,column-count,rowspan="10" 10.0[111],rowspan="10" 12,rowspan="4" Experimental[112],rowspan="5" Experimental,rowspan="10" ,rowspan="10" 2.8[113]
,column-width,,,,,,
,column-gap,,,,,,
,column-rule,,,,,,
,columns,9.0[114],,,,,
,break-before,rowspan="3" ,rowspan="2" Experimental[116],,,,
,break-after,,,,,,
,break-inside,rowspan="1" ,,,,,
,column-fill,14.0[118],,,,,
,column-span,,Experimental[120],,,,
Grid layout,,,,,,,
CSS Grid Layout Module Level 1 css- grid-1dotted=no,grid,rowspan="9" ,rowspan="9" ,rowspan="16" ,rowspan="16" ,rowspan="16" ,rowspan="16" 
,grid-template,,,,,,
,grid-template-columns,,,,,,
,grid-template-rows,,,,,,
,grid-template-areas,,,,,,
,grid-auto-columns,,,,,,
,grid-auto-rows,,,,,,
,grid-auto-flow,,,,,,
,grid-auto-position,,,,,,
,grid-columns,10.0[123],12,,,,
,grid-columns-start,rowspan="2" ,rowspan="2" ,,,,
,grid-columns-end,,,,,,
,grid-row,10.0[124],12,,,,
,grid-row-start,rowspan="3" ,rowspan="3" ,,,,
,grid-row-end,,,,,,
,grid-area,,,,,,
Animation,,,,,,,
CSS Animations Module Level 1 css- animations-1dotted=no,,,,,,,
,animation,rowspan="9" 10.0[125],rowspan="9" 12,rowspan="9" 16.0[126],rowspan="9" Experimental,rowspan="9" ,rowspan="9" 2.12
,animation-delay,,,,,,
,animation-direction,,,,,,
,animation-duration,,,,,,
,animation-iteration-count,,,,,,
,animation-name,,,,,,
,animation-play-state,,,,,,
,animation-timing-function,,,,,,
,animation-fill-mode,,,,,,
Transforms,,,,,,,
CSS Transforms Module Level 1 css- transforms- 1dotted=no,,,,,,,
,transform,rowspan="6" 10.0[127],rowspan="6" 12,rowspan="6" 16.0,rowspan="6" Experimental,rowspan="6" ,rowspan="2" 2.12
,transform-origin,,,,,,
,transform-style,rowspan="4" ,,,,,
,perspective,,,,,,
,perspective-origin,,,,,,
,backface-visibility,,,,,,
Transitions,,,,,,,
CSS Transitions css- transitions-1dotted=no,,,,,,,
,transition-property,rowspan="5" 10.0[128],rowspan="5" 12,rowspan="5" 16.0[129],rowspan="5" Experimental,rowspan="5" ,rowspan="5" 
,transition-duration,,,,,,
,transition-timing-function,,,,,,
,transition-delay,,,,,,
,transition,,,,,,
Flexible Box Layout,,,,,,,
CSS Flexible Box Layout Module Level 1 css- flexbox-1dotted=no,,,,,,,
,flex,rowspan="8" 11.0,rowspan="8" 12,rowspan="3" 22.0[130],rowspan="8" 9.0[131],rowspan="8" ,2.12
,flex-basis,,,,,,
,flex-direction,2.12,,,,,
,flex-flow,28.0,,,,,
,flex-grow,rowspan="2" 22.0,2.12,,,,
,flex-shrink,,,,,,
,flex-wrap,28.0,,,,,
,order,22.0,2.12,,,,
,,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
Regions,,,,,,,
CSS Regions Module Level 1 css- regions-1dotted=no,,,,,,,
,flow-into,rowspan="2" 10.0[132],rowspan="2" 12,rowspan="6" ,rowspan="6" ,rowspan="6" ,rowspan="6" 
,flow-from,,,,,,
,region-fragment,,,,,,
,break-before,rowspan="3" No,rowspan="3" ,,,,
,break-after,,,,,,
,break-inside,,,,,,
Exclusions,,,,,,,
CSS Exclusions Module Level 1 css3- exclusionsdotted=no,,,,,,,
,wrap-flow,rowspan="2" 10.0[134],rowspan="2" 12,rowspan="2" ,rowspan="2" ,rowspan="2" ,rowspan="2" 
,wrap-through,,,,,,
Shapes,,,,,,,
CSS Shapes Module Level 1 css- shapes-1dotted=no,,,,,,,
,shape-margin,rowspan="3" ,rowspan="3" ,rowspan="3" ,,rowspan="3" ,rowspan="3" 
,shape-outside,rowspan="2" ,,,,,
,shape-image-threshold,,,,,,
Masking,,,,,,,
CSS2,clip,8.0,12,1.0,85,,1.0
CSS Masking Level 1 css- masking-1dotted=no,,,,,,,
,clip-path,rowspan="2" ,rowspan="2" ,1.9.1,rowspan="2" ,rowspan="2" ,rowspan="2" 
,clip-rule,,,,,,
,mask,,,,,,
,mask-box-image,rowspan="6" ,rowspan="6" ,rowspan="6" ,,rowspan="6" ,rowspan="6" 
,mask-box-image-outset,rowspan="5" ,,,,,
,mask-box-image-repeat,,,,,,
,mask-box-image-slice,,,,,,
,mask-box-image-source,,,,,,
,mask-box-image-width,,,,,,
,mask-clip,rowspan="7" ,rowspan="7" ,rowspan="6" ,rowspan="6" ,rowspan="7" ,rowspan="7" 
,mask-image,,,,,,
,mask-origin,,,,,,
,mask-position,,,,,,
,mask-repeat,,,,,,
,mask-size,,,,,,
,mask-type,20.0,,,,,
Compositing and Blending,,,,,,,
Compositing and Blending Level 1 compositing- 1dotted=no,,,,,,,
,mix-blend-mode,rowspan="3" ,rowspan="3" ,32.0,rowspan="3" ,rowspan="3" ,rowspan="3" 
,isolation,36.0,,,,,
,background-blend-mode,30.0,,,,,
Filter Effects,,,,,,,
Filter Effects Module Level 1 filter- effects-1dotted=no,,,,,,,
,filter,rowspan="5" ,13,35.0[136],18.0[137],rowspan="5" ,rowspan="5" 
,flood-color,rowspan="4" ,rowspan="4" ,rowspan="4" ,,,
,flood-opacity,,,,,,
,color-interpolation-filters,,,,,,
,lighting-color,,,,,,
Pointer events,,,,,,,
SVG 1.1 (Second Edition) - 16.6 The ‘pointer-events’ propertySVG1.1dotted=no and earlier draft of css3-ui,pointer-events,11.0,12.0,1.9.2,530,,2.0
Pointer Events pointer- eventsdotted=no,touch-action,11.0,12.0,29.0[138],,,
Line Grid,,,,,,,
CSS Line Grid Module Level 1 css-line- grid-1dotted=no,,,,,,,
,box-snap,rowspan="4" ,rowspan="4" ,rowspan="4" ,rowspan="4" ,rowspan="4" ,rowspan="4" 
,line-grid,,,,,,
,line-slack,,,,,,
,line-snap,,,,,,
,,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
Logical Properties,,,,,,,
CSS Logical Properties Level 1 Early ideas for css- logical-1dotted=no,,,,,,,
,block-size,rowspan="36" ,rowspan="36" ,rowspan="34" 41.0[139],rowspan="36" ,rowspan="36" ,rowspan="36" 
,inline-size,,,,,,
,min-block-size,,,,,,
,min-inline-size,,,,,,
,max-block-size,,,,,,
,max-inline-size,,,,,,
,margin-block-start,,,,,,
,margin-block-end,,,,,,
,margin-inline-start,,,,,,
,margin-inline-end,,,,,,
,offset-block-start,,,,,,
,offset-block-end,,,,,,
,offset-inline-start,,,,,,
,offset-inline-end,,,,,,
,padding-block-start,,,,,,
,padding-block-end,,,,,,
,padding-inline-start,,,,,,
,padding-inline-end,,,,,,
,border-block-start-width,,,,,,
,border-block-end-width,,,,,,
,border-inline-start-width,,,,,,
,border-inline-end-width,,,,,,
,border-block-start-style,,,,,,
,border-block-end-style,,,,,,
,border-inline-start-style,,,,,,
,border-inline-end-style,,,,,,
,border-block-start-color,,,,,,
,border-block-end-color,,,,,,
,border-inline-start-color,,,,,,
,border-inline-end-color,,,,,,
,border-block-start,,,,,,
,border-block-end,,,,,,
,border-inline-start,,,,,,
,border-inline-end,,,,,,
,background-image-transform,rowspan="2" ,,,,,
,border-image-transform,,,,,,
Will Change,,,,,,,
CSS Will Change Module Level 1 css-will- change-1dotted=no,will-change,,,36.0,,,
CSSOM View,,,,,,,
CSSOM View Module cssom- viewdotted=no,scroll-behavior (optional[140]),,,36.0,,,
Scroll Snap Points,,,,,,,
CSS Scroll Snap Points Module Level 1 Early ideas for css- snappointsdotted=no,scroll-snap-type,rowspan="5" 10.0,rowspan="5" 12,rowspan="5" 39.0[141],rowspan="5" ,rowspan="5" ,rowspan="5" 
,scroll-snap-points-x,,,,,,
,scroll-snap-points-y,,,,,,
,scroll-snap-destination,,,,,,
,scroll-snap-coordinate,,,,,,
,,Trident,EdgeHTML,Gecko,WebKit,KHTML,Presto
